Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,
179.95,-8.59,-2.51,1.07,-28.19,15.81,14.00,33.19,-26.75,20.75,-19.36,-4.86,10.47,138.94,-241.06,79.44,30.69,-22.50,9.50,-9.37,-1.65,1.65,-31.25,10.75,12.94,33.19,-26.75,20.75,-7.01,2.18,-1.70,-7.69,29.37,11.75,29.75,-29.19,10.19,
179.99,-9.23,-1.38,2.21,-30.75,-2.25,7.19,33.19,-26.37,20.37,-30.05,-0.21,7.34,168.31,-180.87,126.69,31.19,-21.00,11.75,-9.46,-1.49,2.49,-28.87,-5.00,4.12,33.19,-26.37,20.37,-11.80,1.28,10.50,5.00,54.38,35.94,29.75,-29.19,10.19,
180.01,-9.51,-1.68,2.59,-26.12,-5.06,1.50,33.19,-26.37,20.37,-37.78,-3.18,-1.65,75.31,-212.56,141.19,34.38,-18.50,8.56,-9.63,-1.84,2.58,-26.06,-1.75,3.25,31.69,-27.19,20.00,-11.75,1.73,20.52,-49.50,-1.81,30.37,30.50,-29.19,12.75,
180.05,-9.82,-3.33,2.33,-24.94,7.19,10.06,31.69,-27.19,20.00,-7.36,-9.08,-15.81,-7.62,-69.00,106.75,34.38,-18.50,8.56,-10.25,-3.41,2.78,-21.37,8.56,12.31,31.69,-27.19,20.00,-8.38,-5.18,7.42,-108.87,13.19,-5.50,27.50,-30.19,14.50,
180.08,-12.35,-2.24,3.46,1.81,-0.44,5.25,32.06,-27.56,19.56,-9.35,-4.52,7.25,-142.00,248.69,-42.31,34.88,-20.00,1.25,-12.51,-1.45,3.66,13.75,-15.88,-5.00,32.06,-27.56,19.56,-3.49,3.79,-4.69,-50.56,-15.13,52.31,27.50,-30.19,14.50,
180.11,-11.49,0.91,3.10,10.50,-42.50,-22.62,32.06,-27.56,19.56,-35.28,15.01,23.97,-150.62,327.06,-143.31,35.00,-20.06,1.00,-11.98,0.67,2.12,-0.44,-37.50,-25.37,31.69,-27.56,20.37,-28.69,-7.36,17.62,-111.75,87.50,-11.44,27.37,-30.56,12.75,
180.14,-14.23,-1.65,-1.60,-33.25,-2.31,-25.25,31.69,-27.56,20.37,-14.13,-11.59,15.25,-131.69,107.50,-90.00,35.00,-20.06,1.00,-13.32,-2.46,-3.72,-36.25,18.69,-31.12,31.69,-27.56,20.37,6.01,-4.34,-19.96,-110.62,-127.87,66.81,26.56,-30.19,12.69,
180.18,-11.24,0.46,-4.95,4.06,-1.31,-28.25,32.88,-26.37,19.56,-11.14,-5.23,10.46,-32.06,31.56,-51.69,35.88,-15.50,6.19,-11.67,1.46,-4.02,23.19,-15.56,-23.62,32.88,-26.37,19.56,-14.32,10.70,-5.44,138.12,116.19,-1.19,26.56,-30.19,12.69,
180.21,-12.26,2.25,-2.71,28.56,-35.00,-11.63,32.88,-26.37,19.56,-6.09,-0.11,8.59,-17.00,6.44,-22.75,37.38,-13.56,8.50,-12.89,2.55,0.40,17.56,-23.12,-8.50,32.88,-26.37,19.56,-11.75,3.18,-3.21,-11.38,55.19,-14.25,27.25,-30.87,10.56,
180.23,-13.42,0.41,1.69,-1.62,-5.87,-7.69,32.88,-25.69,19.56,-5.95,-0.67,8.33,-6.44,15.19,-11.06,37.38,-13.56,8.50,-12.10,-2.58,0.44,-48.00,8.25,-8.69,32.88,-25.69,19.56,-10.63,2.39,-0.78,-13.63,98.81,-7.75,27.25,-30.87,10.56,
180.26,-11.64,-3.20,-0.35,-58.06,6.25,-8.44,32.88,-25.69,19.56,-5.96,0.33,7.98,-7.37,17.94,-7.31,37.00,-12.50,6.75,-10.89,-3.75,-0.94,-45.38,-6.62,1.25,34.00,-25.25,18.75,-10.50,1.95,-0.09,-1.37,119.75,1.31,26.87,-29.25,14.00,
180.29,-9.48,-3.64,-0.55,-32.00,-11.94,7.81,34.00,-25.25,18.75,-6.14,0.44,7.78,-4.62,16.31,-5.37,37.00,-12.50,6.75,-6.86,-2.48,0.54,-0.81,-17.62,15.00,34.00,-25.25,18.75,-9.61,-1.22,0.55,19.56,115.31,9.19,24.56,-29.00,16.75,
180.33,-5.72,-1.73,1.28,21.50,-13.44,13.06,33.19,-26.06,19.19,-5.92,0.41,7.67,2.31,17.87,-4.44,37.00,-11.25,7.37,-5.00,-1.21,1.22,27.62,-10.69,10.25,33.19,-26.06,19.19,-8.26,-0.39,-0.39,74.12,88.12,4.50,24.56,-29.00,16.75,
180.35,-4.76,-1.03,1.09,27.25,-1.00,5.37,33.19,-26.06,19.19,-6.15,0.56,7.58,5.62,16.69,-5.62,36.50,-12.00,8.50,-4.71,-0.87,0.97,19.87,4.44,4.37,33.19,-26.06,19.19,-8.65,0.42,1.52,66.25,96.25,-7.06,24.00,-29.00,18.75,
180.39,-5.75,-0.24,1.02,7.00,17.62,5.00,33.19,-26.00,19.56,-5.98,0.42,7.59,8.38,7.87,-8.50,36.50,-12.00,8.50,-6.07,-0.04,0.96,5.75,20.50,4.75,33.19,-26.00,19.56,-8.12,-0.70,2.02,81.37,82.50,-9.56,24.00,-29.00,18.75,
180.42,-6.48,0.23,0.63,11.63,21.00,2.94,33.19,-26.00,19.56,-6.10,-0.10,7.82,5.56,12.63,-11.13,36.06,-11.19,7.69,-6.89,0.09,0.48,15.69,21.69,1.81,32.88,-24.06,19.87,-8.81,1.17,1.79,50.06,76.31,-11.75,22.87,-26.75,22.69,
180.45,-7.10,-0.06,0.63,17.87,19.44,-1.62,32.88,-24.06,19.87,-6.04,0.03,7.87,8.88,18.12,-10.00,36.06,-11.19,7.69,-7.63,-0.60,1.65,16.19,16.00,-3.37,32.88,-24.06,19.87,-8.48,0.00,2.42,23.12,69.25,-3.12,20.69,-25.00,24.87,
180.48,-7.90,-0.75,1.92,17.50,8.88,-5.62,32.88,-24.50,21.37,-5.99,0.63,8.10,11.81,22.62,-12.94,36.50,-10.88,9.19,-8.64,-0.76,2.05,19.06,6.12,-5.69,32.88,-24.50,21.37,-8.13,-0.78,2.75,32.50,62.06,-6.69,20.69,-25.00,24.87,
180.51,-9.07,-0.07,2.08,17.00,-0.06,-3.37,32.88,-24.50,21.37,-5.69,1.34,8.34,17.00,32.88,-20.44,36.50,-10.50,10.00,-9.32,0.31,2.13,16.75,1.12,-1.69,32.88,-24.50,21.37,-9.83,0.12,1.11,65.75,58.81,-17.12,18.56,-23.50,27.00,
180.54,-9.38,0.30,2.08,19.75,3.12,-1.00,32.50,-23.37,21.06,-5.16,0.72,9.20,1.81,78.12,-40.88,36.50,-10.50,10.00,-9.36,0.23,2.13,17.50,2.94,-3.12,32.50,-23.37,21.06,-10.09,-0.28,3.74,66.87,40.06,-24.12,18.56,-23.50,27.00,
180.57,-10.27,-0.16,2.66,1.94,2.00,-6.44,32.50,-23.37,21.06,-5.30,1.57,9.20,-26.75,141.31,-54.06,36.06,-9.38,11.88,-10.73,-0.40,2.94,-4.37,2.62,-2.31,32.88,-22.25,22.25,-10.94,-1.69,6.44,85.81,27.44,-30.75,17.56,-21.25,29.06,
180.60,-11.34,-2.74,3.96,-10.00,-9.50,10.44,32.88,-22.25,22.25,-3.25,3.48,10.80,-93.37,212.94,-110.62,36.06,-9.38,11.88,-10.68,-3.35,4.41,-8.19,-18.75,14.31,32.88,-22.25,22.25,-13.08,-0.91,6.81,50.25,-6.19,-37.19,16.75,-18.06,30.25,
180.62,-10.80,-3.05,3.44,3.37,-18.50,15.88,32.88,-22.25,22.25,-4.72,1.61,11.33,-124.31,293.37,-180.75,37.25,-7.50,16.19,-11.96,-2.21,1.64,48.38,4.12,20.37,32.50,-22.25,22.69,-15.36,3.42,3.12,122.62,-74.56,-54.06,16.75,-18.06,30.25,
180.66,-15.77,-0.13,-6.50,57.13,29.69,28.62,32.50,-22.25,22.69,-13.29,-5.09,16.43,-32.00,513.44,-155.50,34.00,-5.25,24.00,-14.53,-0.04,-7.31,35.13,30.12,26.62,32.50,-22.25,22.69,-17.18,8.35,-2.50,26.81,-139.37,-12.38,17.19,-13.25,31.50,
180.68,-13.10,-0.44,-6.93,-10.19,22.19,23.87,32.88,-21.87,23.87,-17.40,9.45,22.55,8.81,572.75,-163.00,34.00,-5.25,24.00,-11.95,-3.41,-4.59,-63.69,-10.75,21.37,32.88,-21.87,23.87,-18.41,3.52,-3.07,-50.69,-168.37,42.25,17.19,-13.25,31.50,
180.72,-11.25,-5.61,-1.67,-29.69,-43.06,8.38,32.88,-21.87,23.87,-32.01,10.16,34.55,-198.19,183.00,-137.12,22.56,1.37,36.00,-12.37,-3.50,1.25,-9.81,-27.62,3.69,32.88,-21.56,23.87,-17.42,0.31,-3.63,-92.00,-124.12,48.31,19.50,-9.25,30.25,
180.75,-12.48,-1.78,1.83,31.75,7.37,8.44,32.88,-21.56,23.87,11.06,11.04,0.83,-2.31,-338.50,152.25,22.56,1.37,36.00,-12.06,1.25,1.92,57.63,10.69,11.06,32.88,-21.56,23.87,-15.72,-1.82,-2.37,-77.87,-134.87,47.69,24.56,-9.69,27.69,
180.77,-11.67,1.63,1.07,73.94,10.38,10.50,32.88,-22.69,22.75,-3.79,0.72,9.12,-67.37,-207.87,135.56,12.56,3.56,38.38,-9.88,1.89,-0.56,47.50,0.06,-0.62,32.88,-22.69,22.75,-10.50,-3.44,-2.57,-92.31,-128.44,51.13,24.56,-9.69,27.69,
180.81,-8.28,1.52,-1.47,4.19,-0.75,-12.56,32.88,-22.69,22.75,-5.47,3.72,9.30,32.69,-264.75,119.69,21.50,3.87,32.25,-7.72,1.16,-1.38,-10.19,-1.00,-15.69,32.88,-22.69,22.75,-8.22,-4.65,-3.37,-65.19,-106.75,56.31,28.69,-12.25,24.69,
180.84,-6.55,-0.15,0.35,-20.69,-2.87,-16.94,33.06,-20.50,24.00,-6.05,1.35,7.74,50.94,-355.37,92.37,21.50,3.87,32.25,-6.14,-0.73,1.14,-27.69,-3.50,-14.75,33.06,-20.50,24.00,-4.61,-0.91,-4.44,-50.31,-102.00,42.81,28.69,-12.25,24.69,
180.87,-5.85,-0.84,1.29,-27.00,0.06,-6.12,33.06,-20.50,24.00,-8.39,2.03,8.41,102.25,-350.06,120.87,25.87,8.00,22.50,-5.27,-0.73,1.26,-27.44,3.12,-1.44,34.56,-21.19,24.00,-3.53,-0.71,-4.69,-58.13,-86.19,3.62,31.19,-15.19,22.00,
180.90,-5.29,-0.90,1.18,-25.87,11.44,3.81,34.56,-21.19,24.00,-10.21,0.47,10.34,105.69,-331.81,140.31,25.87,8.00,22.50,-6.01,-1.85,0.93,-25.12,14.50,4.12,34.56,-21.19,24.00,-3.64,-2.26,-3.53,-24.25,-61.81,-19.75,32.88,-16.56,18.87,
180.93,-6.33,-2.21,0.95,-25.12,19.75,3.56,34.19,-21.19,23.19,-13.39,-1.06,14.17,119.00,-302.12,115.25,28.50,7.06,11.38,-6.55,-2.59,0.94,-23.31,21.94,3.19,34.19,-21.19,23.19,-3.75,-1.80,-4.10,-11.44,4.81,7.50,32.88,-16.56,18.87,
180.96,-7.45,-2.99,0.95,-19.37,23.25,5.31,34.19,-21.19,23.19,-16.62,-5.04,13.13,113.69,-281.12,81.50,31.00,2.19,7.06,-7.81,-2.83,1.09,-20.75,20.75,7.44,34.19,-21.19,23.19,-4.19,1.43,-3.92,-20.81,12.25,11.69,35.38,-17.25,16.87,
180.99,-8.80,-2.18,1.99,-23.00,11.13,10.06,33.75,-20.87,24.37,-25.06,-4.64,10.30,182.81,-199.44,39.63,31.00,2.19,7.06,-9.05,-1.91,2.12,-22.44,4.75,9.50,33.75,-20.87,24.37,-10.15,1.42,2.01,31.94,60.63,36.25,35.38,-17.25,16.87,
181.02,-9.25,-1.72,1.84,-20.00,-0.75,5.87,33.75,-20.87,24.37,-36.82,-3.49,0.64,131.12,-213.06,71.69,35.88,1.00,3.06,-9.56,-1.65,1.64,-21.50,0.56,4.25,33.75,-21.56,24.69,-13.16,4.04,29.46,-34.88,-38.44,34.31,35.69,-15.88,17.37,
181.05,-9.59,-2.44,1.74,-25.06,6.31,4.50,33.75,-21.56,24.69,3.71,-3.50,-21.61,0.50,-179.00,127.69,35.88,1.00,3.06,-10.15,-3.30,2.23,-19.81,8.19,5.12,33.75,-21.56,24.69,-12.49,-2.26,11.81,-89.94,-18.25,-3.94,34.06,-18.06,20.19,
181.08,-13.07,-2.22,3.39,-2.87,9.19,5.00,33.75,-21.56,24.69,-21.89,1.84,-10.09,-128.06,281.31,2.44,40.50,-3.06,-5.87,-13.55,-1.44,3.89,8.13,-2.00,0.37,33.75,-21.56,24.69,-2.57,0.29,-1.47,-62.13,-2.94,42.81,34.06,-18.06,20.19,
181.11,-13.43,-0.56,4.08,18.31,-35.56,-17.69,33.75,-21.56,24.69,-1.71,-12.92,26.29,-77.75,288.12,-26.19,41.50,-7.50,-4.75,-12.47,1.11,2.75,4.62,-42.31,-25.75,33.75,-21.56,24.69,-34.48,-8.68,6.59,-208.06,123.06,-19.87,35.38,-18.69,17.25,
181.14,-12.45,0.66,1.54,-33.69,-23.62,-32.19,34.88,-22.00,23.87,-16.15,15.18,7.16,-183.44,137.00,-103.31,41.50,-7.50,-4.75,-14.53,-2.39,-2.38,-49.19,-2.62,-33.75,34.88,-22.00,23.87,-26.11,-8.37,12.68,-191.94,-175.50,68.56,35.38,-18.69,17.25,
181.17,-14.21,-2.73,-3.43,-39.00,27.06,-35.44,34.88,-22.00,23.87,-8.96,-1.67,9.53,-34.13,73.37,-63.25,43.88,-4.56,6.25,-10.49,0.03,-5.64,18.37,-7.69,-27.50,36.25,-20.87,23.37,2.90,1.15,-2.93,241.19,41.81,22.12,35.75,-21.19,17.75,
181.20,-10.62,2.24,-3.99,32.50,-22.56,-21.87,36.25,-20.87,23.37,-7.83,-2.23,8.83,-25.06,24.00,-33.56,43.88,-4.56,6.25,-11.19,2.93,-2.70,32.75,-34.31,-16.62,36.25,-20.87,23.37,-20.05,11.08,-7.34,107.44,145.56,-14.69,35.75,-21.19,17.75,
181.23,-12.31,1.98,1.14,24.94,-31.56,-13.38,36.25,-21.19,23.87,-6.26,1.21,7.97,-9.88,12.31,-12.44,43.69,0.00,9.06,-12.75,0.57,2.64,-20.56,-1.69,-10.50,36.25,-21.19,23.87,-10.43,0.96,-2.80,-9.38,93.06,4.94,36.88,-24.37,16.25,
181.26,-12.34,-3.24,0.45,-58.63,20.87,-12.38,36.25,-21.19,23.87,-5.79,-0.22,8.26,-9.44,9.00,-8.56,44.00,0.69,10.06,-12.23,-3.73,-0.99,-56.38,22.62,-10.63,36.25,-21.19,23.87,-10.29,3.93,-0.72,5.75,117.44,-3.00,36.38,-22.50,20.19,
181.29,-12.16,-3.99,-1.86,-27.62,4.69,0.94,37.50,-19.56,23.37,-6.21,0.24,7.93,-1.56,14.69,-8.31,44.00,0.69,10.06,-11.06,-3.78,-2.04,-10.81,-9.44,7.75,37.50,-19.56,23.37,-10.00,0.46,-0.78,-13.81,111.56,2.31,36.38,-22.50,20.19,
181.32,-6.84,-2.23,0.11,18.44,-23.50,15.31,37.50,-19.56,23.37,-5.96,0.48,7.77,0.50,13.13,-6.69,43.06,0.75,10.50,-6.11,-1.68,0.79,31.81,-19.87,13.13,38.56,-20.87,23.37,-9.21,-1.40,0.31,77.06,113.06,13.25,34.56,-23.06,23.56,
181.35,-4.74,-0.98,1.66,34.56,-16.94,9.25,38.56,-20.87,23.37,-6.31,0.50,7.49,6.87,20.31,-7.00,43.06,0.75,10.50,-3.71,-0.66,1.94,28.50,-2.44,3.25,38.56,-20.87,23.37,-8.13,-0.55,-0.88,86.69,100.44,-1.00,34.56,-23.06,23.56,
181.38,-3.48,-0.66,1.92,20.87,10.13,3.75,38.56,-20.87,23.37,-6.30,0.20,7.33,8.63,11.50,-6.81,43.50,0.75,11.19,-4.53,-0.44,1.29,15.38,34.38,9.44,39.06,-20.50,23.87,-7.93,-1.02,1.54,103.75,89.75,-7.31,32.06,-23.69,25.56,
181.42,-6.32,-0.16,0.34,18.62,34.81,9.38,39.06,-20.50,23.87,-5.91,0.30,7.65,5.37,10.94,-10.38,43.06,0.75,12.00,-6.32,-0.16,0.34,19.06,33.38,7.25,38.56,-20.50,23.87,-9.11,1.87,2.33,71.94,83.44,-11.69,29.56,-20.50,30.75,
181.45,-7.12,-0.54,0.29,25.19,30.19,0.81,38.56,-20.50,23.87,-5.78,0.30,7.75,7.94,15.63,-11.13,43.06,0.75,12.00,-7.85,-1.34,0.91,28.12,26.62,-2.25,38.56,-20.50,23.87,-8.34,0.24,2.25,20.56,66.69,-0.69,28.19,-17.87,33.75,
181.48,-8.56,-0.84,0.82,28.94,16.62,-6.19,37.06,-20.87,25.37,-6.15,0.62,7.82,10.94,24.94,-13.44,43.50,2.00,11.88,-8.56,-0.84,0.82,25.19,13.50,-5.44,37.06,-20.87,25.37,-8.32,-0.44,2.54,28.00,69.56,-2.50,28.19,-17.87,33.75,
181.51,-9.75,0.69,1.60,27.44,9.75,1.06,37.06,-20.87,25.37,-5.70,1.11,8.49,17.81,35.44,-20.75,43.06,1.56,13.06,-9.75,0.69,1.60,31.62,9.75,4.50,37.06,-20.87,25.37,-9.87,-0.48,0.87,80.50,66.56,-13.56,26.25,-17.87,36.19,
181.54,-10.58,-0.09,2.21,25.25,-0.25,2.25,38.19,-20.06,26.25,-5.22,1.06,9.35,12.13,65.06,-33.13,43.06,1.56,13.06,-10.38,-0.13,2.17,16.75,-3.06,-2.19,38.19,-20.06,26.25,-10.28,0.44,2.58,73.62,56.38,-19.81,26.25,-17.87,36.19,
181.57,-10.89,-0.20,3.08,0.13,-1.87,-5.62,38.19,-20.06,26.25,-4.89,1.55,9.33,-14.63,122.81,-43.94,43.06,2.69,13.88,-10.89,-0.20,3.08,-5.56,-1.44,-1.56,38.56,-19.37,27.37,-11.10,-0.75,4.66,88.25,48.63,-22.81,24.19,-15.38,38.75,
181.60,-11.67,-0.91,4.16,-4.62,-8.56,11.69,38.56,-19.37,27.37,-4.22,2.77,10.09,-72.75,189.87,-81.81,43.06,2.69,13.88,-11.06,-2.23,4.30,6.56,-15.50,15.75,38.56,-19.37,27.37,-11.64,-2.11,9.30,74.37,29.00,-28.81,23.06,-13.19,40.69,
181.63,-10.35,-2.01,1.25,38.94,-15.00,18.50,39.06,-19.37,26.19,-6.67,1.92,13.21,-109.12,314.69,-172.12,42.00,4.87,17.75,-11.29,-1.31,-1.01,52.44,0.06,22.25,39.06,-19.37,26.19,-15.95,1.59,7.15,106.25,-6.19,-49.06,23.06,-13.19,40.69,
181.66,-13.60,-0.55,-5.29,44.31,26.56,36.38,39.06,-19.37,26.19,-15.33,-6.29,22.32,-42.75,521.81,-174.75,38.25,6.37,27.56,-14.67,-1.09,-7.38,18.69,33.50,37.94,39.06,-19.37,26.19,-17.51,6.34,-0.54,126.31,-117.94,-43.75,24.25,-9.69,42.50,
181.69,-14.15,-2.86,-6.83,-47.44,22.25,30.25,39.25,-19.37,26.87,-16.87,12.25,29.77,95.50,647.06,-166.87,38.25,6.37,27.56,-13.47,-5.11,-5.34,-59.63,5.19,25.69,39.25,-19.37,26.87,-19.57,4.96,-5.45,59.31,-205.94,17.56,24.25,-9.69,42.50,
181.72,-12.67,-6.29,-3.73,-21.50,-47.00,14.94,39.25,-19.37,26.87,-39.26,9.81,39.28,-119.06,253.06,-213.69,24.25,10.50,41.50,-12.37,-5.48,-2.37,18.31,-54.25,8.13,39.00,-20.50,26.50,-17.54,1.46,-2.53,-95.56,-166.69,56.06,29.75,-4.87,40.19,
181.75,-12.13,0.17,1.58,58.06,-28.44,-1.50,39.00,-20.50,26.50,8.92,9.22,4.71,-68.19,-304.37,64.75,24.25,10.50,41.50,-12.26,1.62,1.94,62.44,-11.13,-4.25,39.00,-20.50,26.50,-17.48,-1.63,-3.29,-80.94,-145.50,58.00,29.75,-4.87,40.19,
181.78,-12.72,3.23,2.15,65.00,-2.31,-7.44,40.75,-22.25,25.00,0.12,0.98,7.48,-32.13,-227.00,130.44,10.06,14.75,50.50,-12.20,3.18,1.87,57.19,-13.19,-15.06,40.75,-22.25,25.00,-11.40,-2.23,-3.50,-65.25,-153.31,58.13,37.56,-8.25,34.06,
181.81,-7.35,1.04,-0.67,22.19,-18.06,-18.06,40.75,-22.25,25.00,-8.49,3.95,10.17,55.06,-316.56,147.87,27.00,11.69,45.38,-6.41,0.43,-0.69,3.94,-19.31,-17.75,40.75,-22.25,25.00,-7.41,-3.86,-4.34,-79.62,-143.75,52.19,43.00,-13.00,27.87,
181.84,-5.05,-1.06,0.14,-17.25,-16.62,-15.19,40.19,-20.00,26.50,-6.37,-1.36,6.96,40.50,-411.00,140.31,27.00,11.69,45.38,-4.98,-1.23,0.42,-19.69,-11.94,-14.56,40.19,-20.00,26.50,-6.47,-2.39,-4.75,-60.56,-99.81,56.06,43.00,-13.00,27.87,
181.87,-4.80,-1.23,0.90,-20.25,-1.56,-12.25,40.19,-20.00,26.50,-8.19,-1.32,8.01,115.87,-388.00,136.44,44.88,6.37,32.56,-4.68,-0.86,1.12,-21.75,1.62,-9.19,41.69,-19.56,25.00,-2.58,-0.88,-5.49,-68.00,-105.75,5.87,46.25,-18.87,21.19,
181.90,-4.71,-0.90,1.06,-29.06,5.69,-3.31,41.69,-19.56,25.00,-11.98,-0.72,12.82,131.50,-349.62,115.81,44.88,6.37,32.56,-5.42,-1.63,0.68,-31.19,9.69,-1.81,41.69,-19.56,25.00,-2.52,-2.10,-5.50,-109.37,-103.87,-20.12,46.25,-18.87,21.19,
181.93,-6.70,-2.60,0.24,-30.19,17.12,-0.44,42.75,-20.00,24.19,-16.08,-1.53,14.50,127.56,-324.56,94.94,55.88,-2.19,10.50,-7.36,-2.93,0.25,-29.94,18.62,1.56,42.75,-20.00,24.19,-4.08,-0.09,-3.89,-16.44,-3.31,3.75,47.00,-22.00,15.06,
181.97,-9.23,-3.19,1.12,-35.75,12.44,7.44,42.75,-20.00,24.19,-24.84,-4.15,13.22,143.81,-254.62,91.37,54.69,-13.00,-9.56,-9.65,-3.07,1.48,-35.75,12.44,7.44,42.38,-20.75,25.00,-7.53,3.65,-0.32,17.87,25.25,13.63,48.88,-22.00,9.38,
182.00,-9.94,-2.10,2.44,-22.37,-6.31,3.94,42.38,-20.75,25.00,-28.82,-0.78,4.31,116.75,-242.12,106.37,54.69,-13.00,-9.56,-10.00,-1.85,2.65,-18.81,-9.94,1.50,42.38,-20.75,25.00,-13.69,2.33,11.81,62.50,59.19,46.25,48.88,-22.00,9.38,
182.03,-10.04,-1.62,2.49,-24.37,-7.44,0.00,42.06,-21.87,23.25,-36.37,-23.05,-22.79,20.00,-216.19,106.00,47.75,-23.25,-19.50,-10.09,-2.11,2.33,-25.87,-0.19,1.56,42.06,-21.87,23.25,-11.05,0.01,20.12,-88.37,-25.62,25.81,48.38,-22.75,10.75,
182.06,-10.88,-3.51,2.89,-15.88,5.31,4.31,42.06,-21.87,23.25,-14.83,3.96,-8.68,85.50,48.56,64.75,37.88,-30.75,-27.37,-11.60,-3.40,3.27,-1.62,5.19,2.31,42.06,-21.87,23.25,-8.40,-5.28,7.32,-92.50,-7.19,-7.06,48.06,-24.19,10.75,
182.09,-13.01,-1.16,4.13,24.69,-25.62,-15.25,43.06,-22.25,23.25,-1.47,-5.98,2.65,-161.50,235.75,-31.62,37.88,-30.75,-27.37,-12.31,-0.09,4.21,25.25,-45.88,-24.94,43.06,-22.25,23.25,0.26,5.69,-6.39,-54.69,-39.06,51.50,48.06,-24.19,10.75,
182.12,-11.45,0.83,2.51,-10.88,-39.56,-28.87,43.06,-22.25,23.25,-33.25,12.80,25.15,-91.19,314.44,-107.06,37.50,-33.25,-24.50,-12.11,-0.18,1.29,-31.44,-18.06,-27.44,42.75,-22.56,21.75,-37.03,-10.31,10.65,-129.50,155.00,-8.19,47.25,-26.00,7.25,
182.15,-13.96,-2.77,-1.57,-51.38,19.25,-32.81,42.75,-22.56,21.75,-11.61,-18.36,17.40,-176.50,80.69,-88.75,37.50,-33.25,-24.50,-13.75,-3.97,-4.37,-39.13,26.06,-35.63,42.75,-22.56,21.75,2.05,-7.69,-18.51,-212.44,-130.19,61.19,47.25,-26.00,7.25,
182.18,-10.93,-1.75,-6.50,18.81,0.94,-32.75,45.00,-22.25,20.56,-6.40,-1.30,9.34,-13.13,37.25,-46.50,44.06,-28.75,-17.69,-10.93,-1.75,-6.50,44.94,-17.19,-26.31,45.00,-22.25,20.56,-9.40,8.14,-0.77,252.94,3.81,29.62,46.00,-28.19,8.56,
182.22,-11.03,2.79,-2.53,44.25,-41.63,-8.63,45.00,-22.25,20.56,-6.64,0.14,8.64,-11.31,8.00,-28.50,48.38,-23.87,-16.87,-11.08,2.97,-0.62,20.00,-31.69,-4.31,45.00,-22.25,20.56,-13.22,5.47,-3.83,24.94,75.87,-13.88,45.25,-30.37,4.00,
182.24,-12.21,-0.10,3.17,-36.81,8.13,-3.06,46.06,-22.25,20.69,-5.67,0.22,8.40,-9.63,9.94,-8.00,48.38,-23.87,-16.87,-11.96,-0.99,3.06,-57.38,19.56,-4.50,46.06,-22.25,20.69,-10.43,3.54,-1.02,5.31,91.69,0.75,45.25,-30.37,4.00,
182.28,-11.40,-3.60,-0.80,-53.13,22.31,-1.81,46.06,-22.25,20.69,-5.38,0.95,8.33,-2.75,8.31,-5.62,48.50,-22.06,-15.56,-11.44,-3.86,-1.69,-37.06,15.81,4.50,46.00,-21.06,19.06,-9.41,1.55,-1.13,-21.19,116.06,5.00,45.69,-30.06,8.00,
182.31,-9.55,-3.37,-1.60,-2.44,-7.94,17.75,46.00,-21.06,19.06,-5.66,0.65,8.21,-1.00,8.75,-7.00,50.00,-21.87,-16.37,-8.64,-2.94,-0.96,19.87,-15.56,22.19,46.00,-21.06,19.06,-9.24,-1.37,0.33,39.25,112.44,7.81,44.88,-30.87,12.69,
182.34,-6.39,-1.64,1.25,24.06,-12.38,19.62,45.69,-21.50,20.25,-5.43,0.54,7.95,3.50,4.00,-5.75,50.00,-21.87,-16.37,-5.54,-1.04,1.73,21.94,-2.44,11.06,45.69,-21.50,20.25,-8.88,-0.40,0.15,84.06,104.19,-0.06,44.88,-30.87,12.69,
182.37,-4.38,-0.99,1.57,9.44,10.50,6.19,45.69,-21.50,20.25,-5.33,1.13,7.95,4.94,8.94,-5.94,49.19,-21.87,-16.25,-4.56,-0.96,1.26,4.81,18.31,6.25,45.25,-23.75,19.06,-9.36,1.08,1.10,73.50,90.44,-10.06,42.00,-31.50,17.06,
182.40,-5.63,-0.56,0.45,6.31,27.69,8.00,45.25,-23.75,19.06,-5.55,0.44,7.84,5.37,6.87,-6.50,49.19,-21.87,-16.25,-6.18,-0.29,0.42,10.56,28.62,7.87,45.25,-23.75,19.06,-8.66,-0.96,2.25,78.62,87.06,-8.88,42.00,-31.50,17.06,
182.43,-6.94,0.02,0.42,15.19,26.75,5.62,45.69,-23.37,19.87,-5.42,0.60,8.03,2.37,7.62,-8.56,50.50,-20.69,-15.00,-7.42,-0.07,0.77,15.63,25.56,3.50,45.69,-23.37,19.87,-8.89,0.98,2.14,56.88,84.37,-5.06,41.56,-29.37,21.75,
